,자치구,행정동,면적,개소,주차면수,거주인구,대중교통이용,사업체수,종사자수,총생활인구수,단독주택,아파트,연립주택,다세대주택,비거주용건물내주택,상주인구,유출인구,유입인구,도소매,숙박 및 음식점,서비스업
169,노원구,상계8동,0.67,28,5101,22344,13885.666666666666,824,1943,18775.551197450826,661,9090,200,1571,66,91526.15,753945.38,750569.21,226,58,225
170,노원구,상계9동,0.81,34,5906,20071,3517.997716894977,1036,2848,17646.71780699405,661,8258,200,1571,66,41305.12,583192.59,582272.01,272,66,205
171,노원구,상계10동,0.8,29,6856,18477,6025.082191780822,818,2515,13567.320345238095,661,6422,200,1571,66,19929.07,468263.07,466990.97,223,44,144
172,노원구,상계3.4동,5.05,574,7769,25324,10712.070776255709,1849,4821,19996.05787286842,1410,5308,871,1647,56,94118.39,727136.36,725893.28,499,188,231
173,노원구,상계6.7동,1.11,146,11812,32044,10754.712328767124,2685,18222,46087.01711011904,661,13647,200,1571,66,225299.27,1885528.41,1883394.05,663,335,577
174,노원구,중계2.3동,0.9,36,9352,33497,21435.488584474886,2047,5777,32402.735212053572,661,14245,56,1571,66,125534.47,1102519.5,1101876.89,781,172,297
175,노원구,공릉1동,1.41,1224,14082,37184,33809.504566210046,3992,14564,43633.50687604166,794,9072,307,3282,127,267465.8,1603935.03,1600888.99,1086,542,474
176,은평구,녹번동,1.79,1380,12606,36884,28982.13470319635,3045,13682,34684.27972395833,1058,5206,540,5653,89,154483.9,1341669.77,1340203.15,688,306,440
177,은평구,불광1동,3.13,1048,12620,38265,18341.431506849316,2408,7000,28749.580335863095,1113,7280,489,4643,76,124099.68,1122144.06,1120816.04,620,321,360
178,은평구,갈현1동,0.97,1364,5483,17151,39920.62785388128,2038,5306,20136.07019488131,1482,928,493,4315,112,104767.78,920211.5,919901.96,503,416,289
179,은평구,갈현2동,0.96,1631,9867,28176,15549.214611872147,2344,6776,22366.110094737556,930,1406,413,6533,118,70064.06,747101.0,746179.11,600,379,390
180,은평구,구산동,1.38,1415,10833,32020,8949.648401826484,1996,6219,24798.017719249812,738,2645,571,6531,58,87190.89,876583.15,874335.56,489,165,294
181,은평구,대조동,0.85,1412,9260,26862,29792.728310502283,3363,7968,47180.90404464286,1190,2061,159,5134,118,160940.92,1843328.4,1839172.53,1119,582,411
182,은평구,응암1동,1.2,942,15599,33279,15923.009132420091,2605,8853,23849.20820982143,607,2762,198,3697,77,135721.1,1174733.17,1173470.38,778,308,401
183,은평구,응암2동,0.78,290,9913,28016,5825.292237442923,1284,3096,16187.36564702381,466,7485,57,1224,31,56953.76,525319.67,524094.2,350,146,183
184,은평구,신사1동,0.84,1140,8841,26984,24195.27397260274,1986,5162,23829.587570281186,589,2999,476,5291,62,96924.47,858242.17,856321.32,505,205,276
185,은평구,신사2동,1.0,930,5669,19497,16936.89497716895,2060,4261,12856.871487797618,1056,2394,383,2690,57,22563.95,440819.09,439288.47,333,100,190
186,은평구,증산동,0.81,686,8679,18647,16852.595890410958,1345,4363,15460.046102707625,771,1857,600,1598,38,45666.45,475260.65,473259.1,340,153,172
187,은평구,수색동,1.29,262,6420,13210,7384.36301369863,791,2760,11433.098319578698,280,2192,150,467,25,51213.38,502929.01,501595.23,225,96,77
188,은평구,진관동,11.53,398,31613,55034,39597.59817351598,3137,13270,59806.61685580357,257,16634,220,20,15,809751.5,1964412.14,1961860.59,915,433,555
189,은평구,불광2동,1.38,1706,7884,27280,10299.143835616438,1924,4933,21045.333251488093,1618,882,483,5920,67,84594.58,871218.17,869985.97,592,231,238
190,은평구,응암3동,0.63,1124,6041,24313,10440.454337899544,2467,6002,25792.187666220238,1294,925,105,4551,124,96600.12,873041.99,873024.88,616,468,328
191,은평구,역촌동,1.16,2535,15275,44984,12956.447488584476,3716,9380,42428.95397678571,1488,1782,493,10943,176,152874.51,1211097.13,1208805.14,923,497,498
192,서대문구,천연동,0.97,236,5189,17031,16303.490867579909,1131,3259,16484.14110684524,522,5109,112,306,32,64142.02,545696.78,543647.7,312,177,197
193,서대문구,홍제1동,1.23,620,8056,24674,35526.35159817352,1548,5601,24717.944636458335,619,4961,553,1824,65,118772.24,883224.04,880111.63,412,196,252
194,서대문구,홍제2동,1.05,205,5968,13433,5329.801369863014,829,2259,10434.340763216045,257,4109,58,545,24,16183.85,373413.28,372977.87,228,97,131
195,서대문구,홍제3동,0.81,456,4303,17890,8898.082191780823,1383,3882,15528.708962053573,881,2469,195,1364,60,74827.91,667510.91,665128.91,400,237,205
196,서대문구,홍은1동,1.58,375,6636,22825,6619.114155251142,1479,3187,16162.32078467262,1132,5041,274,808,53,46458.19,478731.43,477888.9,432,158,197
197,서대문구,홍은2동,2.06,1269,10590,27499,18793.80821917808,2077,6630,22420.292441369045,959,2514,895,4840,59,70212.01,912234.36,910410.19,450,245,286
198,서대문구,남가좌1동,0.51,48,5014,16884,11661.262557077625,954,2718,8440.72278219086,43,5250,186,104,26,22865.58,369747.09,369562.42,298,154,167
199,서대문구,남가좌2동,0.77,1169,16266,30508,11220.890410958904,2044,5698,19768.434676934525,995,5759,124,2023,78,113046.11,762475.95,759603.36,550,319,315
200,서대문구,북가좌1동,0.55,314,12845,17804,5364.593607305936,1490,3745,14236.07228407738,286,4770,192,821,20,57917.6,493141.6,491109.46,248,77,137
201,서대문구,북가좌2동,0.84,1277,6621,31244,10122.77397260274,2743,6468,35405.57206994048,1197,2016,737,6556,97,179597.71,1330410.97,1329677.49,524,273,325
202,서대문구,충현동,1.12,812,11582,20316,40818.79452054795,2995,23946,44683.17121175595,1350,3197,544,1428,54,209600.9,2192206.96,2191275.6,506,463,307
203,서대문구,북아현동,0.46,196,5803,15875,6764.933789954338,1154,2656,46516.338488095236,702,4099,95,360,42,38965.95,819992.62,819940.4,351,131,156
204,서대문구,신촌동,2.63,1111,19409,26143,72281.00456621005,5275,34964,65360.21286681548,1114,1565,249,2476,166,1593045.48,3559528.06,3553002.75,1320,1405,655
205,서대문구,연희동,3.05,2408,14660,37428,26347.093607305935,3420,13243,42802.31779866071,2543,3273,1247,4455,157,331611.13,1661816.87,1654988.49,905,518,439
206,마포구,용강동,0.84,1028,7173,21786,17064.08219178082,4088,23581,28644.578419047615,218,6067,72,899,53,115760.33,976257.26,975962.03,954,399,512
207,마포구,대흥동,0.87,821,7158,16177,36235.97260273973,1968,9808,26093.608232440474,1066,1591,6,601,71,197431.05,1311250.56,1308420.41,392,365,384
208,마포구,염리동,0.44,436,31057,17633,3361.2100456621006,1106,5256,18140.113660565476,564,1931,24,626,41,53559.93,982183.44,981599.17,242,204,202
209,마포구,신수동,0.78,883,12720,22672,2104.632420091324,2337,7126,17318.684956101188,651,5227,171,1387,72,90543.33,761618.91,760663.72,680,203,291
210,마포구,서교동,1.65,1283,8126,26674,167477.4109589041,13024,61160,93594.68367916669,1361,2420,355,4613,440,1461147.25,5058841.28,5091251.01,2920,2712,1640
211,마포구,합정동,1.72,662,16770,17064,6269.602739726028,4019,13457,24177.5348608631,666,1070,282,4164,137,124248.81,1060241.45,1061194.94,832,599,389
212,마포구,망원1동,1.13,609,9530,19757,5678.37899543379,2837,6549,20093.381848958332,920,1492,434,4082,119,158627.71,975060.89,974239.1,747,495,299
213,마포구,망원2동,0.67,128,14095,18449,4520.315068493151,2043,4844,16665.55696577381,421,2629,262,3054,101,81643.27,643288.94,642571.08,502,270,283
214,마포구,연남동,0.64,1246,6893,15603,6289.577625570776,3103,8438,20427.500207440477,1174,881,250,3210,133,94629.24,896631.77,897101.0599999999,654,957,294
215,마포구,성산1동,0.8,247,5631,19079,7126.719178082192,2506,11135,22243.83673764881,761,654,474,4681,92,70953.76,971346.09,969103.41,533,245,308
216,마포구,성산2동,2.07,377,13274,39500,28676.045662100456,3376,13659,36113.76610729166,462,9927,340,2318,45,243060.18,1351854.66,1348391.71,784,282,359
217,마포구,상암동,8.4,1206,10849,30837,46900.87214611872,4109,51381,51060.249187202375,347,8966,40,570,33,647225.29,2017690.18,2016727.0,697,788,545
218,마포구,도화동,0.62,297,9631,21118,6739.415525114156,3142,17730,15614.373022470238,510,6067,38,520,35,113528.84,999978.4,1001035.13,794,440,461
219,마포구,서강동,1.45,2842,24674,25576,22337.14383561644,2846,10812,28568.750530059526,610,5609,178,1973,84,180706.83,1408127.9,1406692.13,689,530,386
220,마포구,공덕동,1.01,614,14702,37476,42621.32648401827,3861,21353,43003.58830446428,1657,7071,203,2839,108,287880.81,1776469.88,1776082.74,912,487,458
221,마포구,아현동,0.76,483,7140,26184,25813.06392694064,2417,13499,27897.769916666668,230,8705,13,106,37,81640.62,979111.57,977690.13,626,243,402
222,양천구,목1동,1.41,261,22653,30536,53734.29680365297,3862,23811,44572.49195610119,132,7368,42,197,29,231696.84,1612937.42,1612988.2,1294,601,695
223,양천구,목2동,1.03,1270,10032,29641,25420.139269406394,1985,5297,24390.512438690475,586,2889,512,6498,67,141756.91,954368.43,950033.77,572,196,293
224,양천구,목3동,0.53,895,8357,21719,18700.705479452055,1931,5170,18440.862179166663,555,2243,124,4188,54,33843.98,463142.72,462422.63,533,245,308
225,양천구,목4동,0.57,1089,8332,25018,8476.388127853881,1997,4562,18031.530939583336,637,2833,282,3680,71,75299.69,749319.0599999999,749017.18,535,275,334
226,양천구,목5동,1.81,62,13789,40737,13228.93607305936,2306,10260,37977.526100446434,661,12390,200,1571,66,140769.12,1100615.42,1098744.32,523,190,855
227,양천구,신월1동,0.65,1167,7001,20343,4139.310502283105,2238,5875,14774.777847445288,1106,1330,445,3320,113,45369.3,575260.47,574691.42,605,281,231
228,양천구,신월2동,0.61,593,7271,20569,6221.91095890411,1622,4847,13671.75837843045,273,3882,808,2368,43,20762.8,370644.37,370187.54,378,108,203
229,양천구,신월3동,0.87,535,3881,14934,3157.970319634703,1462,5259,13165.705319494049,1147,1167,156,1854,47,25338.65,379056.43,378481.79,342,115,139
230,양천구,신월4동,0.52,468,6355,17698,5395.593607305936,1605,3977,11487.315438419471,177,3416,377,2150,25,10637.58,294045.25,293587.8,352,181,198
231,양천구,신월5동,0.69,650,5523,14461,3850.37899543379,1316,4437,9301.008311460118,470,1457,388,2355,45,22255.61,384670.05,383806.14,307,155,157
232,양천구,신월6동,0.41,190,6096,13816,4733.107305936073,2061,3735,4200.337255035454,54,4413,49,569,14,6158.12,209237.76,209271.08,249,98,134
233,양천구,신월7동,1.19,587,4182,19199,5516.746575342466,1777,5684,15032.28772650098,66,3291,187,4937,66,55863.79,543772.01,542394.63,409,157,191
234,양천구,신정1동,0.7,215,6045,19962,5543.513698630137,1582,6150,16297.640002827382,287,5440,200,268,46,31635.02,493372.38,492541.17,372,259,330
235,양천구,신정2동,0.52,284,6507,19003,2966.2123287671234,1560,4330,13818.278772474681,312,5244,78,419,66,35928.27,493618.65,492670.12,384,185,360
236,양천구,신정4동,1.01,2045,12870,33056,26132.49086757991,4593,17802,33535.0741047619,1289,1923,521,6296,122,213348.05,1386968.6199999999,1384300.34,1200,534,629
237,양천구,신정3동,2.72,541,19107,50587,24802.915525114156,3433,10739,42186.724287351186,549,13635,73,1158,25,245431.81,1434468.81,1434066.1300000001,624,164,429
238,양천구,신정6동,0.96,47,9010,24152,5008.913242009133,1044,6577,20964.945728422616,661,7214,200,1571,66,46109.84,662425.3,662180.76,237,75,326
239,양천구,신정7동,1.21,118,9316,28579,10734.931506849314,1555,5264,21333.97438422619,58,10653,200,125,25,86753.51,789115.75,787938.45,365,150,311
240,강서구,염창동,1.74,421,20668,41628,12540.710045662101,3097,16227,30793.418697767855,86,11882,216,1015,49,176936.34,1076532.81,1073496.39,814,266,459
241,강서구,등촌1동,0.64,473,13600,24991,13266.616438356165,2720,17753,23065.20324434524,183,4633,143,1382,43,104277.4,1107949.42,1105552.5,753,327,312
242,강서구,등촌2동,0.92,759,9611,19855,6896.25799086758,1211,3972,15646.530841815475,491,2717,472,3291,38,39024.77,556011.43,554445.57,338,115,164
243,강서구,등촌3동,0.79,233,17670,30025,29871.739726027397,3261,20336,41385.59828154762,10,13287,200,211,14,239471.78,2233620.62,2222756.34,1027,370,508
244,강서구,화곡본동,0.98,1877,12732,34121,8146.1164383561645,2177,4919,29774.017654315474,730,1064,630,10103,78,123222.85,971603.51,968794.82,569,283,310
245,강서구,화곡2동,0.45,1052,6412,17785,4460.751141552511,1283,2827,13040.633436109021,661,338,96,4930,68,14663.9,392426.68,391888.19,480,78,144
246,강서구,화곡3동,0.53,785,9879,21603,3937.8356164383563,1690,4397,19963.447419642856,478,3463,108,2580,36,66391.7,768806.43,769187.05,348,271,305
247,강서구,화곡4동,0.82,1296,8090,20514,4832.438356164384,1928,4315,17244.094180208333,831,694,179,5270,79,58625.51,548810.86,546990.47,591,275,220
248,강서구,화곡6동,1.11,1104,14487,25303,13297.376712328767,2456,12040,21408.18746354167,560,3117,692,3641,75,125133.14,1023227.3,1025193.57,557,481,302
249,강서구,화곡8동,0.53,1303,8322,24415,7812.376712328767,1748,4385,33018.95907291667,652,734,329,7273,47,125906.62,1702666.49,1701126.04,549,222,205
250,강서구,가양1동,4.7,500,49535,34359,40459.61187214612,9982,70656,53163.98974136905,84,6733,359,713,32,545917.28,2742305.09,2740081.3,2442,1309,949
251,강서구,가양2동,1.0,44,5314,13902,1918.2785388127854,914,3352,14631.74924419643,661,7082,200,1571,66,64750.69,585618.04,583468.39,257,65,140
252,강서구,가양3동,0.5,40,5567,14678,1991.662100456621,1252,7941,11049.678104464285,661,7454,200,1571,66,26443.48,469624.39,468503.53,352,48,124
253,강서구,발산1동,2.94,742,29360,36236,23073.91780821918,6786,32771,35578.544297023815,242,9143,470,2389,40,174067.59,1537866.45,1534365.02,2244,542,908
254,강서구,공항동,10.87,1376,25818,30927,15574.947488584476,2838,34394,35188.311403422624,1329,3044,133,3319,63,211078.99,1700295.05,1687482.43,788,347,338
255,강서구,방화1동,1.48,1013,14206,42851,16322.130136986301,3658,11304,33982.99061175596,916,10024,144,2499,90,144730.01,1068034.02,1065673.4,923,392,589
256,강서구,방화2동,6.41,1018,15923,23371,33662.63926940639,3860,16238,28722.916396428573,1218,3922,196,2086,110,133048.41,1383186.05,1393356.23,885,344,237
257,강서구,방화3동,2.55,250,8603,22544,7368.285388127854,1287,4689,16706.171445535714,117,8921,90,556,14,62875.06,603411.5,601261.59,319,102,148
258,강서구,화곡1동,1.12,2458,20220,52647,68557.82876712328,4150,10810,49729.79850595238,1240,5986,213,11128,187,195653.37,1565592.8,1562726.0,1018,718,508
259,강서구,우장산동,1.36,895,19795,42883,29124.431506849316,2508,7147,33079.76272678572,431,9529,324,3040,71,84391.61,1049381.67,1048315.33,577,224,472
260,구로구,신도림동,1.47,218,20948,36138,62570.83105022831,3711,15112,34061.43842127976,278,10552,106,137,51,316560.13,1350704.06,1348760.56,1069,321,475
261,구로구,구로1동,1.02,63,7000,20936,3487.527397260274,1158,3235,16972.327598511903,661,6700,200,112,7,59565.94,490917.62,488829.65,307,81,197
262,구로구,구로2동,1.76,1152,16305,30093,24640.98401826484,9656,31811,43049.692458482146,2672,1962,121,2307,121,149142.33,1561181.51,1560873.24,5614,590,384
263,구로구,구로3동,1.02,385,24482,25055,81842.85616438356,10885,94712,48872.95803407738,175,5481,126,1550,29,655782.06,2547765.44,2551232.06,2454,877,815
264,구로구,구로4동,0.46,243,5048,23052,6942.958904109589,2393,6469,23916.902160267855,717,6027,123,1536,80,112568.99,921992.14,922702.45,736,461,351
265,구로구,구로5동,1.03,837,18865,31740,22530.358447488583,5596,28055,37699.610414285715,1018,6811,141,676,94,362021.74,2131214.21,2128850.22,1676,594,468
266,구로구,고척1동,1.16,479,12075,25636,11002.648401826484,3188,10326,20561.06651294643,530,5556,111,1159,49,174111.26,1148136.42,1143679.73,1029,290,310
267,구로구,고척2동,1.02,1156,9547,26557,8996.253424657534,2416,5276,15816.155770089284,1212,4499,332,2029,70,34024.15,510573.19,508350.35,536,212,277
268,구로구,개봉2동,0.8,845,10265,30665,10318.344748858448,1789,3901,24407.360761458334,432,6526,89,3961,37,82993.29,698113.85,695325.98,430,171,282
269,구로구,개봉3동,0.81,918,8032,20251,3808.568493150685,1428,8477,15263.635583928572,587,2267,108,4234,70,80053.22,679275.99,678534.78,360,184,182
270,구로구,오류1동,0.59,559,8300,23126,13111.547945205479,1733,5168,17744.56409404762,676,4262,255,1699,35,72374.49,733569.26,734023.24,525,230,221
271,구로구,오류2동,3.2,579,17390,38528,21181.19178082192,2420,8474,53551.423572023814,529,9695,1694,2023,44,282883.3,1640666.6,1636519.82,644,214,388
272,구로구,수궁동,2.67,778,9864,23332,24061.102739726026,1801,6447,24182.316625035925,334,1510,3213,3738,45,84386.48,659095.88,658914.54,422,155,233
273,구로구,가리봉동,0.4,357,2620,12653,6246.237442922375,1189,4248,16301.93811592262,997,114,104,1290,46,8218.49,307812.78,307857.02,336,270,163
274,구로구,개봉1동,1.31,1014,12330,34105,29407.303652968036,2540,6162,33459.10623288691,1285,6071,342,3209,60,140295.51,1112438.58,1110796.4,774,300,318
275,금천구,가산동,2.52,806,53019,26569,72303.30365296804,25043,182376,68247.49716889882,625,3027,193,2280,75,715800.53,3395428.2399999998,3392055.06,6665,1319,1345
276,금천구,독산1동,2.09,1012,26177,47573,23458.89269406393,5608,24752,40180.51423973214,483,10364,48,2063,80,182343.9,1538395.58,1535538.42,1538,525,525
277,금천구,독산2동,0.6,1152,5346,19562,8710.164383561643,1531,4184,15817.640732589285,1355,235,241,3048,52,22662.28,418576.8,418026.11,361,212,175
278,금천구,독산3동,0.92,1387,9885,27239,14049.778538812785,2677,6887,24991.540956547622,1322,1560,305,3705,75,49596.81,708956.38,707428.59,672,366,249
279,금천구,독산4동,0.59,1114,5312,16432,9927.72602739726,1385,3457,13451.993551339285,1031,449,163,2263,40,59378.5,604617.07,604235.34,306,214,167
280,금천구,시흥1동,1.71,1317,14115,34054,23219.132420091326,4103,15341,30153.850580059523,1500,4903,309,3379,90,233065.43,1249663.71,1249741.33,1054,628,552
281,금천구,시흥2동,1.26,112,7585,20832,6197.554794520548,1090,2778,15599.39815185777,115,7535,16,301,14,33529.96,439567.22,438391.79,289,43,193
282,금천구,시흥3동,1.07,517,6325,10701,3471.7488584474886,3839,9592,10428.264227271382,162,425,1984,1487,19,31572.58,411263.92,410648.23,1881,118,159
283,금천구,시흥4동,0.87,940,6300,20614,6894.3721461187215,1171,2350,11852.300317708336,926,1610,453,2960,27,39447.96,496740.35000000003,495855.83,265,93,130
284,금천구,시흥5동,1.39,852,5084,19242,11062.511415525114,1517,3732,11881.488096718309,1288,1581,202,2373,63,48477.92,398115.02999999997,397328.72,354,181,212
285,영등포구,여의동,8.4,263,50360,32923,123767.85844748859,15940,192014,101187.38572812501,661,10200,200,1571,66,2582089.19,6080202.15,6081554.58,2449,1870,1183
286,영등포구,당산1동,0.75,448,10582,20740,29350.744292237443,5494,24326,26663.72213244047,799,4083,200,762,125,183435.62,1468645.71,1466528.12,1699,603,452
287,영등포구,당산2동,1.55,424,15902,37102,49933.28767123288,4485,29031,38941.19521443453,330,8920,23,1219,71,252642.18,1541297.39,1538740.95,1033,429,574
288,영등포구,양평1동,0.88,372,10939,18704,11390.488584474886,4862,25006,19587.05756026786,659,3011,45,445,69,96899.92,856938.0,856442.15,959,337,273
289,영등포구,양평2동,3.0,426,11720,22583,15899.022831050228,3692,23744,28666.12933407738,271,4652,155,1959,78,153897.31,1059035.13,1056545.88,807,362,329
290,영등포구,신길1동,0.66,797,6205,20483,17151.018264840182,1492,4556,20203.0973125,1518,1327,137,1246,52,100295.06,817532.0,816792.42,459,225,206
291,영등포구,신길3동,0.52,336,5215,17281,5893.728310502283,1274,2701,15070.293627232144,1136,3172,200,391,40,42264.88,439637.68,438545.71,387,151,181
292,영등포구,신길4동,0.38,179,2932,13016,3557.9794520547944,620,1455,9128.843202827382,624,2690,200,390,21,17671.91,375545.63,374918.43,145,88,77
293,영등포구,신길5동,0.47,562,2592,11212,3846.3424657534247,721,2192,12043.960033779764,798,610,146,718,29,11580.36,292561.95,292826.42,219,88,82
294,영등포구,신길6동,0.65,566,8537,19593,17112.721461187215,1659,5235,20833.260179910718,786,3414,174,604,65,71025.82,793767.48,792582.19,436,207,273
295,영등포구,신길7동,0.64,245,6197,19899,14369.547945205479,996,3511,18261.254789583334,238,6182,37,206,27,48284.67,590787.35,589302.09,287,120,144
296,영등포구,대림1동,0.49,879,5788,16506,4939.260273972603,1472,4850,20040.942503869046,1094,2142,143,607,66,61621.07,692112.05,692796.49,444,210,174
297,영등포구,대림2동,0.55,1202,4955,17523,4291.6506849315065,2049,4876,30465.858972470236,1470,1529,246,910,86,121122.87999999999,996989.76,999155.51,494,366,248
298,영등포구,대림3동,0.95,1350,8648,25205,35839.0799086758,3310,10073,33038.423005357145,1136,4190,40,1881,128,145986.09,1313851.8599999999,1316722.01,927,348,431
299,영등포구,영등포본동,1.02,402,7073,22714,25164.180365296805,1924,6381,21104.34269360119,1278,3543,69,1463,51,79750.06,1056141.99,1056161.82,743,292,236
300,영등포구,영등포동,1.26,622,20184,30461,44616.38812785388,14943,41886,55370.22838020833,625,5078,109,1626,148,661994.91,3561892.73,3565720.75,2954,1179,725
301,영등포구,도림동,0.89,667,6339,19600,4603.486301369863,1707,3580,16403.830585565476,1270,1562,126,992,55,75160.97,741284.1799999999,740446.33,476,149,177
302,영등포구,문래동,1.49,365,19191,32540,29392.465753424658,7922,49600,41964.641327232144,243,8652,36,55,60,325672.58,1708839.66,1710595.2,2029,634,638
303,동작구,노량진2동,0.64,145,3051,11234,12444.60502283105,2011,6809,18836.91958690476,1537,104,214,811,86,81703.44,1033107.64,1031679.9,1169,258,141
304,동작구,상도1동,1.51,991,16684,46166,48319.78767123288,2616,9396,46069.398167261905,926,9078,743,3845,145,308460.15,1388593.3800000001,1383273.96,594,448,432
305,동작구,상도2동,0.98,428,13047,27982,18359.60502283105,1855,5790,21524.465859970238,855,6058,239,1817,70,91167.59,884128.88,881235.15,500,234,340
306,동작구,상도3동,0.6,956,6020,24456,7714.413242009133,1613,3766,17492.254686358534,998,953,793,4436,66,49668.22,562659.82,561032.61,463,168,189
307,동작구,상도4동,0.75,1187,7252,28564,6540.773972602739,1614,3516,23825.218093469066,1443,688,663,5407,74,74888.3,821955.92,819324.1799999999,437,170,218
308,동작구,사당1동,0.79,1031,6402,23009,7993.518264840182,2463,10779,25422.149620833334,1226,550,432,3442,130,118558.84,1267293.51,1265508.98,526,455,385
309,동작구,사당3동,0.92,319,8752,24189,5501.618721461187,1470,4960,19027.545143657964,592,5227,163,1724,53,45676.94,583777.2,581692.83,400,149,237
310,동작구,사당4동,0.38,584,3804,14185,10883.481735159818,963,2159,13911.701269494048,704,975,143,2227,31,37208.15,546689.82,544507.45,266,110,131
311,동작구,사당5동,0.57,326,5588,14434,3967.002283105023,910,2034,10892.187156994049,457,1720,195,1101,42,30140.5,413411.97,411868.03,257,59,121
312,동작구,대방동,1.55,743,11523,37056,42647.23515981735,2475,12300,40089.538269791665,1002,7032,394,3281,99,182146.41,1408674.35,1404291.57,569,294,502
313,동작구,신대방1동,0.62,389,5897,25118,5739.029680365296,1453,3806,25390.669019940477,799,4630,102,970,37,68995.92,790378.18,791017.09,406,174,240
314,동작구,신대방2동,1.03,516,12756,22445,13590.328767123288,1810,18775,26371.781057886903,690,3092,244,1447,47,192741.45,1399571.08,1398832.02,360,266,250
315,동작구,흑석동,1.68,293,16126,30694,23520.06621004566,2136,11037,33627.46938154762,1480,6822,408,836,67,582501.99,1252821.18,1247035.18,496,429,327
316,동작구,노량진1동,1.58,450,11784,32114,56034.292237442925,2367,7337,36423.17808273809,1055,8290,359,836,72,290216.31,1252127.13,1250851.99,493,598,456
317,동작구,사당2동,2.75,411,8975,28786,46918.37671232877,2159,6817,32726.986501190477,758,6387,197,923,76,263823.94,1389357.45,1387844.68,554,409,385
318,관악구,보라매동,0.76,1161,8659,24660,10260.70091324201,2025,6990,17504.968842559523,1327,1413,622,2778,81,33567.96,634455.75,632600.82,733,306,204
319,관악구,청림동,0.3,103,4182,15005,3659.4269406392696,729,1615,11666.985367708332,484,4356,110,286,27,8250.13,245032.45,244114.08,159,82,143
320,관악구,행운동,0.72,1199,8846,29636,14750.429223744291,2060,7295,23990.175614136904,1164,3530,106,2181,107,86038.62,923036.24,920510.3099999999,514,304,328
321,관악구,낙성대동,2.27,848,7295,17928,14535.100456621005,1997,8919,25564.564929464283,648,1422,405,981,87,200970.88,1321968.67,1318243.3,309,562,219
322,관악구,중앙동,0.39,650,4599,15685,8642.168949771689,1658,6950,15804.518338392858,950,1013,157,1398,73,45707.58,649985.94,647648.75,374,249,210
323,관악구,인헌동,1.08,1181,6813,26119,31233.310502283104,1609,4684,25023.549119642856,831,1319,692,3925,82,159560.63,867871.62,863962.26,375,228,224
324,관악구,남현동,3.27,821,7589,18163,66138.52511415526,1442,5853,25116.722536160712,478,2093,529,2135,42,163080.98,1185396.63,1184462.48,294,236,208
325,관악구,서원동,0.65,1196,6791,23511,77701.29223744292,1911,8436,23176.603794494044,979,785,448,3171,71,148646.89,1153256.3,1154609.03,550,440,264
326,관악구,신원동,0.55,1074,3668,18620,2485.4018264840183,1172,2777,18087.045210565477,1359,677,82,1653,87,29555.66,517296.49,515302.98,329,187,133
327,관악구,서림동,0.99,1075,5825,24361,11547.872146118722,1644,3444,18149.080176819476,1039,1763,274,1951,125,48560.89,544897.65,542348.13,335,235,185
328,관악구,신사동,0.64,1856,6735,24719,28103.867579908674,2088,4914,22892.634026488096,1654,297,134,2034,92,59952.02,660459.11,658666.03,560,271,250
329,관악구,신림동,0.54,1069,6791,23877,20387.26484018265,2385,6024,29705.559028869047,829,1244,14,1965,190,205101.42,1284708.13,1283116.95,543,673,292
330,관악구,난향동,0.8,308,5626,15050,5330.954337899543,734,2130,10342.959943417492,445,3873,79,525,16,14529.02,296224.67,295157.43,187,46,128
331,관악구,조원동,0.67,1074,7215,20490,24293.24885844749,2707,7336,30603.296007589284,858,1231,130,1832,129,81701.14,1723308.51,1722170.85,557,359,266
332,관악구,대학동,8.3,1291,7680,26301,24635.961187214612,2179,14916,33985.371291071424,1102,2006,232,826,234,397368.62,1279709.95,1273873.45,336,656,360
333,관악구,은천동,0.78,1058,11107,33156,12911.116438356165,2434,7925,29145.777823511904,1033,6053,246,3079,108,102887.53,912572.32,910097.53,608,338,328
334,관악구,성현동,0.68,374,11815,28830,8516.356164383562,1328,3238,23231.733541563608,375,8669,129,1368,37,58968.46,630549.83,628758.84,278,102,240
335,관악구,청룡동,1.18,1218,10372,37132,78717.15525114155,2742,12505,40830.602262202374,1220,4392,456,1732,121,274908.54,1663435.31,1657946.17,669,437,391
336,관악구,난곡동,0.96,1165,6325,26679,10185.529680365296,1485,3215,16517.937149716723,1496,915,715,4470,63,58307.47,512535.44,510996.73,365,120,177
337,관악구,삼성동,2.66,449,5988,20642,9175.166666666666,1368,3064,19549.032007142858,1844,4712,233,1010,34,63914.51,586541.45,584965.14,358,98,142
338,관악구,미성동,1.38,1276,10039,30662,14343.52511415525,2218,6187,21256.72702098214,1134,3654,425,3470,108,77098.6,793231.56,791165.9299999999,520,215,308
339,서초구,서초1동,1.42,1130,20030,20622,48592.5296803653,5686,42507,33974.76023794643,443,4527,239,1436,90,254116.57,1796186.58,1795743.05,1386,485,685
340,서초구,서초2동,1.24,506,27793,26932,94240.69634703196,8772,71566,50744.22003943453,97,6285,81,387,51,531392.57,2633305.04,2632911.89,1989,529,1212
341,서초구,서초3동,2.93,1651,36164,32379,65377.01369863014,12046,84922,68099.92169999999,316,6096,661,2844,123,975737.64,4370968.85,4370985.23,2042,1065,1164
