,행정동명,요일,도착시간,이동인구(합)
688,화곡2동,주말,16,146.12500000000045
689,화곡2동,주말,17,354.1850000000004
690,화곡2동,주말,18,960.8499999999995
691,화곡2동,주말,19,1496.0499999999997
692,화곡2동,주말,20,1695.5549999999998
693,화곡2동,주말,21,1782.935
694,화곡2동,주말,22,1391.55
695,화곡2동,주말,23,1022.8
696,화곡2동,평일,0,788.7059999999999
697,화곡2동,평일,1,417.87800000000004
698,화곡2동,평일,2,245.30999999999997
699,화곡2동,평일,3,149.44799999999998
700,화곡2동,평일,4,-60.43199999999996
701,화곡2동,평일,5,-524.9540000000001
702,화곡2동,평일,6,-777.8340000000003
703,화곡2동,평일,7,-2021.0919999999999
704,화곡2동,평일,8,-5254.666
705,화곡2동,평일,9,-4160.071999999999
706,화곡2동,평일,10,-1835.1380000000004
707,화곡2동,평일,11,-987.806
708,화곡2동,평일,12,-614.6020000000003
709,화곡2동,평일,13,-657.6399999999999
710,화곡2동,평일,14,-46.60199999999986
711,화곡2동,평일,15,734.3639999999996
712,화곡2동,평일,16,1400.366
713,화곡2동,평일,17,1455.966
714,화곡2동,평일,18,2033.9059999999995
715,화곡2동,평일,19,3212.4179999999997
716,화곡2동,평일,20,2383.5519999999997
717,화곡2동,평일,21,2173.9440000000004
718,화곡2동,평일,22,2011.1879999999999
719,화곡2동,평일,23,1570.4879999999998
720,화곡3동,주말,0,-113.85500000000002
721,화곡3동,주말,1,-223.11499999999978
722,화곡3동,주말,2,-178.7600000000001
723,화곡3동,주말,3,1.6050000000000182
724,화곡3동,주말,4,87.82499999999993
725,화곡3동,주말,5,39.004999999999995
726,화곡3동,주말,6,-146.82500000000005
727,화곡3동,주말,7,-51.054999999999836
728,화곡3동,주말,8,490.7650000000003
729,화곡3동,주말,9,1812.42
730,화곡3동,주말,10,1994.210000000001
731,화곡3동,주말,11,1802.670000000001
732,화곡3동,주말,12,814.1450000000004
733,화곡3동,주말,13,-680.6700000000001
734,화곡3동,주말,14,-764.3249999999998
735,화곡3동,주말,15,-715.8050000000003
736,화곡3동,주말,16,485.03499999999985
737,화곡3동,주말,17,1452.005
738,화곡3동,주말,18,1946.9400000000005
739,화곡3동,주말,19,756.4550000000008
740,화곡3동,주말,20,154.82499999999982
741,화곡3동,주말,21,493.5750000000007
742,화곡3동,주말,22,240.41500000000042
743,화곡3동,주말,23,150.73999999999978
744,화곡3동,평일,0,-3.5160000000003038
745,화곡3동,평일,1,-69.3660000000001
746,화곡3동,평일,2,-25.248000000000047
747,화곡3동,평일,3,24.186000000000092
748,화곡3동,평일,4,-57.639999999999986
749,화곡3동,평일,5,-130.44799999999987
750,화곡3동,평일,6,-498.04600000000005
751,화곡3동,평일,7,-1895.654
752,화곡3동,평일,8,-3530.640000000002
753,화곡3동,평일,9,-937.4999999999991
754,화곡3동,평일,10,79.17600000000039
755,화곡3동,평일,11,761.7619999999997
756,화곡3동,평일,12,304.6359999999995
757,화곡3동,평일,13,-196.2039999999988
758,화곡3동,평일,14,948.8599999999997
759,화곡3동,평일,15,1338.5840000000007
760,화곡3동,평일,16,1702.558
761,화곡3동,평일,17,2321.6360000000004
762,화곡3동,평일,18,3813.543999999998
763,화곡3동,평일,19,3129.4079999999994
764,화곡3동,평일,20,1340.5660000000007
765,화곡3동,평일,21,661.8079999999991
766,화곡3동,평일,22,110.58799999999974
767,화곡3동,평일,23,222.1239999999998
768,화곡4동,주말,0,1127.9650000000001
769,화곡4동,주말,1,640.9850000000001
770,화곡4동,주말,2,471.4
771,화곡4동,주말,3,363.4
772,화곡4동,주말,4,153.30999999999995
773,화곡4동,주말,5,-203.73000000000013
774,화곡4동,주말,6,-492.5300000000001
775,화곡4동,주말,7,-651.9750000000001
776,화곡4동,주말,8,-834.79
777,화곡4동,주말,9,-1871.6050000000005
778,화곡4동,주말,10,-1903.31
779,화곡4동,주말,11,-1317.5700000000006
780,화곡4동,주말,12,-717.71
781,화곡4동,주말,13,-2.1400000000003274
782,화곡4동,주말,14,204.07500000000073
783,화곡4동,주말,15,942.5600000000004
784,화곡4동,주말,16,1080.745
785,화곡4동,주말,17,1337.2650000000012
786,화곡4동,주말,18,1562.6849999999995
787,화곡4동,주말,19,1496.3450000000003
788,화곡4동,주말,20,1578.2349999999997
789,화곡4동,주말,21,2107.4599999999996
790,화곡4동,주말,22,1933.8499999999997
791,화곡4동,주말,23,1177.4500000000003
792,화곡4동,평일,0,931.3779999999998
793,화곡4동,평일,1,443.458
794,화곡4동,평일,2,302.58399999999995
795,화곡4동,평일,3,143.43800000000005
796,화곡4동,평일,4,-52.07600000000002
797,화곡4동,평일,5,-703.6699999999998
798,화곡4동,평일,6,-1391.1680000000001
799,화곡4동,평일,7,-2391.576
800,화곡4동,평일,8,-4129.394
801,화곡4동,평일,9,-4562.187999999999
802,화곡4동,평일,10,-2134.5499999999997
803,화곡4동,평일,11,-496.29599999999937
804,화곡4동,평일,12,-13.123999999999796
805,화곡4동,평일,13,53.55199999999968
806,화곡4동,평일,14,323.7460000000001
807,화곡4동,평일,15,1007.5860000000002
808,화곡4동,평일,16,1704.2759999999998
809,화곡4동,평일,17,2236.076
810,화곡4동,평일,18,3461.960000000001
811,화곡4동,평일,19,3750.5820000000003
812,화곡4동,평일,20,2627.2379999999994
813,화곡4동,평일,21,2467.38
814,화곡4동,평일,22,2700.6200000000003
815,화곡4동,평일,23,1808.2440000000004
816,화곡6동,주말,0,373.43499999999995
817,화곡6동,주말,1,-180.50999999999976
818,화곡6동,주말,2,-501.8900000000001
819,화곡6동,주말,3,-691.655
820,화곡6동,주말,4,-597.0699999999999
821,화곡6동,주말,5,-168.43500000000017
822,화곡6동,주말,6,282.6700000000001
823,화곡6동,주말,7,1032.7250000000004
824,화곡6동,주말,8,2302.6850000000004
825,화곡6동,주말,9,1977.5150000000003
826,화곡6동,주말,10,-625.3550000000005
827,화곡6동,주말,11,-953.7449999999999
828,화곡6동,주말,12,-1780.3149999999987
829,화곡6동,주말,13,-1750.074999999999
830,화곡6동,주말,14,-118.88000000000102
831,화곡6동,주말,15,625.0149999999994
832,화곡6동,주말,16,1280.7800000000007
833,화곡6동,주말,17,2031.5900000000001
834,화곡6동,주말,18,3241.005
835,화곡6동,주말,19,3393.6550000000007
836,화곡6동,주말,20,2855.0199999999986
837,화곡6동,주말,21,2187.1100000000006
838,화곡6동,주말,22,459.89999999999964
839,화곡6동,주말,23,223.17999999999984
840,화곡6동,평일,0,-92.01199999999972
841,화곡6동,평일,1,-107.94000000000028
842,화곡6동,평일,2,-232.02800000000002
843,화곡6동,평일,3,-396.15800000000013
844,화곡6동,평일,4,-129.90399999999988
845,화곡6동,평일,5,18.485999999999876
846,화곡6동,평일,6,-119.35199999999986
847,화곡6동,평일,7,-125.51199999999972
848,화곡6동,평일,8,-1399.6820000000007
849,화곡6동,평일,9,102.35800000000017
850,화곡6동,평일,10,-263.8399999999983
851,화곡6동,평일,11,330.09799999999996
852,화곡6동,평일,12,307.2420000000002
853,화곡6동,평일,13,-435.5699999999997
854,화곡6동,평일,14,-88.33000000000175
855,화곡6동,평일,15,488.9519999999993
856,화곡6동,평일,16,1381.844000000001
857,화곡6동,평일,17,2338.7479999999996
858,화곡6동,평일,18,3573.9480000000003
859,화곡6동,평일,19,5199.711999999998
860,화곡6동,평일,20,4354.463999999999
861,화곡6동,평일,21,2791.1220000000003
862,화곡6동,평일,22,2085.362000000001
863,화곡6동,평일,23,-121.46799999999985
864,화곡8동,주말,0,1145.5749999999998
865,화곡8동,주말,1,887.9050000000002
866,화곡8동,주말,2,487.6999999999996
867,화곡8동,주말,3,440.2900000000002
868,화곡8동,주말,4,-15.134999999999991
869,화곡8동,주말,5,-598.1000000000001
870,화곡8동,주말,6,-963.8050000000003
871,화곡8동,주말,7,-667.5849999999996
872,화곡8동,주말,8,-826.8249999999998
873,화곡8동,주말,9,1286.1850000000013
874,화곡8동,주말,10,1708.8099999999995
875,화곡8동,주말,11,1933.4300000000003
876,화곡8동,주말,12,2375.5650000000023
877,화곡8동,주말,13,1997.0950000000012
878,화곡8동,주말,14,2272.7949999999983
879,화곡8동,주말,15,2415.1850000000013
880,화곡8동,주말,16,2273.4449999999997
881,화곡8동,주말,17,1436.4350000000013
882,화곡8동,주말,18,1353.5399999999972
883,화곡8동,주말,19,-395.60999999999694
884,화곡8동,주말,20,-569.3300000000017
885,화곡8동,주말,21,-889.3600000000006
886,화곡8동,주말,22,21.00500000000102
887,화곡8동,주말,23,624.1149999999998
888,화곡8동,평일,0,800.2399999999998
889,화곡8동,평일,1,614.3699999999997
890,화곡8동,평일,2,281.74800000000005
891,화곡8동,평일,3,197.63799999999992
892,화곡8동,평일,4,-121.47800000000007
893,화곡8동,평일,5,-927.3699999999997
894,화곡8동,평일,6,-1476.1940000000004
895,화곡8동,평일,7,-2039.0079999999998
896,화곡8동,평일,8,-5649.002000000002
897,화곡8동,평일,9,-1781.7659999999996
898,화곡8동,평일,10,752.5879999999997
899,화곡8동,평일,11,1790.4319999999989
900,화곡8동,평일,12,1774.3660000000018
901,화곡8동,평일,13,1282.960000000001
902,화곡8동,평일,14,1670.083999999999
903,화곡8동,평일,15,2266.8600000000006
904,화곡8동,평일,16,3259.6720000000005
905,화곡8동,평일,17,3612.883999999998
906,화곡8동,평일,18,4387.397999999997
907,화곡8동,평일,19,3937.188000000002
908,화곡8동,평일,20,1101.0879999999997
909,화곡8동,평일,21,219.51600000000144
910,화곡8동,평일,22,1033.7520000000004
911,화곡8동,평일,23,791.938000000001
912,화곡본동,주말,0,2317.8449999999993
913,화곡본동,주말,1,1496.33
914,화곡본동,주말,2,1398.475
915,화곡본동,주말,3,995.7750000000001
916,화곡본동,주말,4,536.4
917,화곡본동,주말,5,-169.8549999999998
918,화곡본동,주말,6,-1034.2100000000003
919,화곡본동,주말,7,-1671.53
920,화곡본동,주말,8,-2174.0550000000003
921,화곡본동,주말,9,-2956.6100000000006
922,화곡본동,주말,10,-3540.8899999999994
923,화곡본동,주말,11,-2660.3600000000006
924,화곡본동,주말,12,-2294.1550000000007
925,화곡본동,주말,13,-1280.7799999999988
926,화곡본동,주말,14,93.00500000000102
927,화곡본동,주말,15,1462.9300000000003
928,화곡본동,주말,16,1932.2000000000007
929,화곡본동,주말,17,2458.75
930,화곡본동,주말,18,3412.33
931,화곡본동,주말,19,4335.550000000001
932,화곡본동,주말,20,4484.434999999999
933,화곡본동,주말,21,4534.249999999998
934,화곡본동,주말,22,3950.0700000000006
935,화곡본동,주말,23,2250.5049999999997
936,화곡본동,평일,0,1960.5960000000002
937,화곡본동,평일,1,1188.7699999999998
938,화곡본동,평일,2,842.8960000000001
939,화곡본동,평일,3,478.756
940,화곡본동,평일,4,-45.15599999999995
941,화곡본동,평일,5,-609.0540000000001
942,화곡본동,평일,6,-2672.178000000001
943,화곡본동,평일,7,-5878.714
944,화곡본동,평일,8,-12680.15
945,화곡본동,평일,9,-9043.535999999998
946,화곡본동,평일,10,-3830.0059999999994
947,화곡본동,평일,11,-2130.3300000000017
948,화곡본동,평일,12,-1086.8039999999992
949,화곡본동,평일,13,-752.6599999999999
950,화곡본동,평일,14,513.463999999999
951,화곡본동,평일,15,2434.616000000001
952,화곡본동,평일,16,3822.7620000000006
953,화곡본동,평일,17,4846.043999999999
954,화곡본동,평일,18,8490.379999999997
955,화곡본동,평일,19,9131.254
956,화곡본동,평일,20,6905.804
957,화곡본동,평일,21,5894.656000000001
958,화곡본동,평일,22,5611.325999999999
959,화곡본동,평일,23,3539.533999999999
