"동별(1)",동별(2),동별(3),2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022
"동별(1)",동별(2),동별(3),합계,합계,합계,합계,합계,합계,노상,노상,노상,노상,노외,노외,노외,노외,노외,노외,건축물부설,건축물부설,건축물부설,건축물부설,건축물부설,건축물부설
"동별(1)",동별(2),동별(3),소계,소계,공영,공영,민영,민영,시영,시영,구영,구영,시영,시영,구영,구영,민영,민영,일반주택,일반주택,공동주택,공동주택,일반건축물,일반건축물
"동별(1)",동별(2),동별(3),개소 (개소),면수 (면수),개소 (개소),면수 (면수),개소 (개소),면수 (면수),개소 (개소),면수 (면수),개소 (개소),면수 (면수),개소 (개소),면수 (면수),개소 (개소),면수 (면수),개소 (개소),면수 (면수),개소 (개소),면수 (면수),개소 (개소),면수 (면수),개소 (개소),면수 (면수)
"합계",동대문구,답십리2동,444,9090,25,319,419,8771,-,-,21,170,-,-,4,149,-,-,190,392,62,6644,167,1735
"합계",동대문구,장안1동,1323,19466,84,554,1239,18912,-,-,78,339,1,74,5,141,2,60,348,1019,316,10801,573,7032
"합계",동대문구,장안2동,1014,14889,56,513,958,14376,-,-,52,259,1,80,3,174,1,56,349,1112,220,8921,388,4287
"합계",동대문구,이문1동,735,7147,27,275,708,6872,-,-,26,191,-,-,1,84,-,-,377,841,98,3489,233,2542
"합계",동대문구,이문2동,294,6493,30,254,264,6239,-,-,29,208,-,-,1,46,1,-,159,232,39,4970,65,1037
"합계",동대문구,답십리1동,467,13610,27,370,440,13240,-,-,26,177,-,-,1,193,-,-,160,330,71,9762,209,3148
"합계",중랑구,면목2동,833,6122,33,858,800,5264,-,-,28,353,1,129,4,376,-,-,206,496,250,3291,344,1477
"합계",중랑구,면목4동,583,4786,35,694,548,4092,-,-,30,236,-,-,5,458,1,13,233,539,150,2555,164,985
"합계",중랑구,면목5동,457,7247,27,1260,430,5987,-,-,23,243,1,567,3,450,-,-,146,322,147,4058,137,1607
"합계",중랑구,면목7동,648,6840,32,314,616,6526,-,-,30,208,-,-,2,106,1,51,242,694,151,4567,222,1214
"합계",중랑구,상봉1동,508,9696,17,254,491,9442,-,-,16,176,-,-,1,78,1,186,84,136,287,8123,119,997
"합계",중랑구,상봉2동,941,6796,36,485,905,6311,-,-,34,361,-,-,2,124,3,118,240,816,251,2227,411,3150
"합계",중랑구,중화1동,1686,5636,35,573,1651,5063,-,-,31,263,-,-,4,310,1,-,162,396,373,3981,1115,686
"합계",중랑구,중화2동,900,6279,42,1269,858,5010,-,-,38,872,-,-,4,397,5,73,204,304,432,3519,217,1114
"합계",중랑구,묵1동,1133,15177,46,923,1087,14254,-,-,40,480,-,-,6,443,-,-,492,1205,394,11384,201,1665
